Feature\Product;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;
MTD_NAND_DISKONCHIP_PROBE_ADVANCED;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MTD_NAND_DISKONCHIP_PROBE_ADVANCED_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INET6_XFRM_MODE_TRANSPORT;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INET6_XFRM_MODE_TRANSPORT_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SCSI_AHA1740;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SCSI_AHA1740_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SECURITY_SELINUX_BOOTPARAM_VALUE;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SECURITY_SELINUX_BOOTPARAM_VALUE_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_GADGET_DEBUG;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_GADGET_DEBUG_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ACPI_SLEEP;-;X;X;-;-;X;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ACPI_SLEEP_m;-;X;X;-;-;X;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
VMWARE_PVSCSI;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
VMWARE_PVSCSI_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ISDN_HDLC;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ISDN_HDLC_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_SOC_TXX9ACLC_AC97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_SOC_TXX9ACLC_AC97_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PERF_COUNTERS;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PERF_COUNTERS_m;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_KC2190;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_KC2190_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
X86_GX_SUSPMOD;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
X86_GX_SUSPMOD_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
BACKLIGHT_HP700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
BACKLIGHT_HP700_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
AIC7XXX_DEBUG_MASK;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
AIC7XXX_DEBUG_MASK_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TCIC;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TCIC_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ELMC_II;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ELMC_II_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ATL1E;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ATL1E_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
GENERIC_PENDING_IRQ;-;-;-;X;X;X;X;X;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
GENERIC_PENDING_IRQ_m;-;-;-;X;X;X;X;X;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FB_ATMEL_STN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FB_ATMEL_STN_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NLS_ISO8859_8;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NLS_ISO8859_8_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DRM_TDFX;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DRM_TDFX_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_OHCI_BIG_ENDIAN_MMIO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_OHCI_BIG_ENDIAN_MMIO_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INPUT_WM831X_ON;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INPUT_WM831X_ON_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
KGDB;-;X;X;X;X;X;X;X;-;-;X;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;
KGDB_m;-;X;X;X;X;X;X;X;-;-;X;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;
IP_DCCP;-;-;X;X;X;X;X;-;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
IP_DCCP_m;-;-;X;X;X;X;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MIPS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MIPS_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ATM_ENI_BURST_TX_8W;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ATM_ENI_BURST_TX_8W_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
KALLSYMS_ALL;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
KALLSYMS_ALL_m;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NETFILTER_XT_MATCH_ESP;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NETFILTER_XT_MATCH_ESP_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
EDAC_CELL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
EDAC_CELL_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SERIAL_SH_SCI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SERIAL_SH_SCI_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MTD_PHYSMAP_OF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MTD_PHYSMAP_OF_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_MPU401;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_MPU401_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NFS_FS;-;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NFS_FS_m;-;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NETFILTER_XT_TARGET_LED;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NETFILTER_XT_TARGET_LED_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
AMD_IOMMU_STATS;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
AMD_IOMMU_STATS_m;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MAC_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SYSVIPC;-;X;-;X;X;X;X;X;X;X;X;X;X;-;X;X;-;X;X;-;X;-;X;X;X;X;X;
SYSVIPC_m;-;X;-;X;X;X;X;X;X;X;X;X;X;-;X;X;-;X;X;-;X;-;X;X;X;X;X;
PDC_CONSOLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PDC_CONSOLE_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SOUND_SH_DAC_AUDIO_CHANNEL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SOUND_SH_DAC_AUDIO_CHANNEL_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
GENERIC_HARDIRQS_NO__DO_IRQ;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
GENERIC_HARDIRQS_NO__DO_IRQ_m;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
CRYPTO_SHA256_S390;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
CRYPTO_SHA256_S390_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ATH5K;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ATH5K_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MSI_LAPTOP;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MSI_LAPTOP_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FONT_8x16;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FONT_8x16_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
CPU_IDLE_GOV_MENU;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
CPU_IDLE_GOV_MENU_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MTD_NAND_AMS_DELTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MTD_NAND_AMS_DELTA_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_IMX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_IMX_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DEBUG_PER_CPU_MAPS;-;-;-;X;X;X;X;X;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DEBUG_PER_CPU_MAPS_m;-;-;-;X;X;X;X;X;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_S3C24XX_SOC_JIVE_WM8750;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_S3C24XX_SOC_JIVE_WM8750_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
UIO;-;X;X;X;X;X;X;X;X;X;X;X;X;-;X;X;X;X;X;-;X;-;-;X;X;X;X;
UIO_m;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_DA850_SOC_EVM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_DA850_SOC_EVM_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TWL4030_CORE;-;X;X;-;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TWL4030_CORE_m;-;X;X;-;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
BF518;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
BF518_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
IP_NF_TARGET_REDIRECT;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
IP_NF_TARGET_REDIRECT_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ARCH_AUTCPU12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ARCH_AUTCPU12_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PCI_DEBUG;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PCI_DEBUG_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
IBMOL;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
IBMOL_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FW_LOADER;X;X;X;X;-;X;X;X;X;X;X;-;X;-;X;X;X;X;X;-;X;-;X;-;X;X;X;
FW_LOADER_m;X;X;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DECNET_ROUTER;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DECNET_ROUTER_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PARIDE_BPCK;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PARIDE_BPCK_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MSM_CAMERA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MSM_CAMERA_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SERIAL_SUNSU_CONSOLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SERIAL_SUNSU_CONSOLE_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INTEL_IOP_ADMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INTEL_IOP_ADMA_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PHYS_ADDR_T_64BIT;-;X;-;X;X;X;X;-;-;X;X;-;-;-;-;X;X;X;-;X;-;X;-;X;X;X;-;
PHYS_ADDR_T_64BIT_m;-;X;-;X;X;X;X;-;-;X;X;-;-;-;-;X;X;X;-;X;-;X;-;X;X;X;-;
SND_INDIGODJ;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_INDIGODJ_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SND_PCMCIA;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;
SND_PCMCIA_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;
PARPORT_PC_SUPERIO;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PARPORT_PC_SUPERIO_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SENSORS_W83792D;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SENSORS_W83792D_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SERIAL_SAMSUNG_UARTS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SERIAL_SAMSUNG_UARTS_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
THERM_WINDTUNNEL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
THERM_WINDTUNNEL_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ENIC;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ENIC_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NET_NETX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
NET_NETX_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FIB_RULES;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FIB_RULES_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
I2C_PARPORT_LIGHT;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
I2C_PARPORT_LIGHT_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
PRINTER;-;X;X;-;X;X;X;X;X;-;X;X;X;X;-;X;X;X;X;X;X;-;-;-;X;-;-;
PRINTER_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FIREWIRE;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FIREWIRE_m;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
CTCM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
CTCM_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
CPU_SUBTYPE_SH7763;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
CPU_SUBTYPE_SH7763_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
LITELINK_DONGLE;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
LITELINK_DONGLE_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TOUCHSCREEN_HTCPEN;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TOUCHSCREEN_HTCPEN_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MTD_ONENAND;-;X;X;X;X;X;X;X;X;-;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MTD_ONENAND_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
X86_HT;-;-;-;X;X;X;X;X;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
X86_HT_m;-;-;-;X;X;X;X;X;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_ZERO_HNPTEST;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_ZERO_HNPTEST_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DVB_CAPTURE_DRIVERS;-;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;
DVB_CAPTURE_DRIVERS_m;-;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;
SERIAL_SUNSU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
SERIAL_SUNSU_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
QFMT_V1;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
QFMT_V1_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TULIP_DM910X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TULIP_DM910X_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INFINIBAND_ISER;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
INFINIBAND_ISER_m;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ARCH_INLINE_READ_TRYLOCK;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
ARCH_INLINE_READ_TRYLOCK_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MACSONIC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
MACSONIC_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FRAMEBUFFER_CONSOLE;-;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FRAMEBUFFER_CONSOLE_m;-;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
HPET_MMAP;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
HPET_MMAP_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
RTC_DRV_PCAP;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
RTC_DRV_PCAP_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DVB_MAX_ADAPTERS;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
DVB_MAX_ADAPTERS_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TN3270_CONSOLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
TN3270_CONSOLE_m;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_SERIAL_GENERIC;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
USB_SERIAL_GENERIC_m;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
HT_IRQ;-;X;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
HT_IRQ_m;-;X;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
B43LEGACY_DMA_AND_PIO_MODE;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
B43LEGACY_DMA_AND_PIO_MODE_m;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
GENERIC_TIME;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
GENERIC_TIME_m;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;
BOOTPARAM_HUNG_TASK_PANIC;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
BOOTPARAM_HUNG_TASK_PANIC_m;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
